ID,LATITUDE,LONGITUDE
1222328696,30.953092,-87.157965
1222294295,29.68386,-82.37133
1222294297,29.68909,-82.30816
1222283377,29.69165,-82.3717
1222283410,29.61515,-82.37051
1222283886,29.65893,-82.30349
1222294298,29.69199,-82.33662
1222334003,29.659231,-82.296882
1222334004,29.52002,-82.523332
1222286996,29.835622,-82.591854
1222334005,29.6382779,-82.6130984
1222334006,29.684714,-82.305828
1222334007,29.594324,-82.091309
1222334008,29.6551557,-82.407235
1222283446,29.64812,-82.30054
1222334009,29.6486857,-82.3013699
1222334010,29.6428184,-82.3413543
1222285830,29.645085,-82.360817
1222286969,29.64067,-82.34281
1222294300,29.816211,-82.466101
1222334011,29.5046206,-82.2902571
1222334012,29.6411102,-82.3356075
1222283473,29.67177,-82.3811
1222334013,29.824348,-82.589655
1222334014,29.6337025,-82.3153744
1222334015,29.68903,-82.457582
1222283502,29.64798,-82.312
1222334016,29.838834,-82.602162
1222334017,29.77587318,-82.44069672
1222294301,29.67521,-82.38579
1222334018,29.6734795,-82.3270245
1222283492,29.656501,-82.308455
1222334019,29.702493,-82.372888
1222286993,29.686031,-82.305802
1222294302,29.83856,-82.60382
1222291088,29.65066,-82.32852
1222283506,29.65569,-82.32359
1222283507,29.6811,-82.3682
1222283535,29.63144,-82.42303
1222334020,29.6326,-82.415662
1222334021,29.6602825,-82.3758482
1222283918,29.688507,-82.351383
1222283546,29.66394,-82.33122
1222283420,29.65395,-82.57389
1222334022,29.668966,-82.6040201
1222334023,29.6426712,-82.6069781
1222294313,29.67056,-82.33106
1222300320,29.6879,-82.32088
1222283564,29.65427,-82.32463
1222283584,29.67448,-82.39491
1222294333,29.66089,-82.44521
1222334024,29.656681,-82.488581
1222282430,29.65645,-82.42318
1222293097,29.59482,-82.42216
1222283435,29.68672,-82.305802
1222283641,29.70295,-82.3668
1222283649,29.65621,-82.48142
1222283650,29.631758,-82.362564
1222334025,29.6662454,-82.3136047
1222283664,29.82118,-82.59057
1222294323,29.80688,-82.49528
1222282434,29.68458,-82.339111
1222283670,29.79231,-82.48792
1222334026,29.691351,-82.339091
1222283680,29.82819,-82.59931
1222334027,29.6602825,-82.3758482
1222283724,29.66571,-82.37297
1222294325,29.52879,-82.51874
1222294326,29.68835,-82.43389
1222283730,29.82513,-82.59843
1222283753,29.65992,-82.3306
1222283765,29.65115,-82.3627
1222283766,29.70096,-82.37147
1222283769,29.70063,-82.38858
1222294327,29.61914,-82.378958
1222286991,29.67301,-82.34197
1222283774,29.79521,-82.49824
1222283804,29.65549,-82.34676
1222283398,29.60583,-82.40935
1222294343,29.66274,-82.33031
1222334028,29.652411,-82.422392
1222283869,29.59743,-82.10265
1222285234,29.66971,-82.29993
1222294346,29.679871,-82.430331
1222285233,29.64881,-82.30207
1222294348,29.66362,-82.32973
1222300322,29.65996,-82.448191
1222334029,29.654921,-82.3890126
1222283870,29.672952,-82.384478
1222334030,29.6509,-82.492521
1222294368,29.633911,-82.472592
1222283888,29.6666,-82.340532
1222283901,29.69314,-82.33398
1222300324,29.63151,-82.44712
1222285241,29.6654,-82.32925
1222283925,30.27469,-82.12074
1222334031,30.2770698,-82.1166998
1222283944,30.27608,-82.12289
1222290990,30.2776,-82.12758
1222298416,30.28354,-82.12218
1222283947,30.27699,-82.16038
1222334032,30.2710557,-82.1600387
1222334033,30.2760259,-82.1235244
1222334034,30.2759719,-82.123875
1222283954,30.27989,-82.11923
1222283957,30.27903,-82.16084
1222296659,30.1799,-85.66412
1222334035,30.1974881,-85.6828932
1222282974,30.20268,-85.63094
1222296680,30.16456,-85.65905
1222296654,30.206421,-85.814992
1222334036,30.206421,-85.814992
1222282995,30.21315,-85.62751
1222285599,30.17733,-85.6845
1222283015,30.30055,-85.48489
1222296660,30.18154,-85.78613
1222334037,30.20976639,-85.85568237
1222334038,30.18357,-85.708561
1222289059,30.14996,-85.62566
1222296661,30.16727,-85.62204
1222283038,30.13868,-85.58965
1222283048,30.21094,-85.6712
1222296662,30.18026,-85.70112
1222292139,30.17322,-85.66897
1222334039,30.210111,-85.661021
1222283105,30.16108,-85.66306
1222283150,30.15957,-85.66183
1222283157,30.24202,-85.64954
1222296666,30.1557,-85.64784
1222283184,30.17389,-85.64842
1222287520,30.18108,-85.6884
1222334040,30.201417,-85.8369058
1222292271,30.169985,-85.691608
1222296667,30.13074,-85.58974
1222298515,30.19167,-85.68419
1222283239,30.18465,-85.80701
1222296675,30.23207,-85.61178
1222334041,30.1864437,-85.6717304
1222296682,30.16952,-85.620862
1222292222,30.22959,-85.65429
1222298517,30.16014,-85.63483
1222334042,30.236221,-85.594901
1222283101,30.167021,-85.637622
1222296678,30.18108,-85.68842
1222292223,30.2251,-85.88814
1222296686,30.224191,-85.890272
1222286222,30.19558,-85.66057
1222292260,30.36733,-85.43784
1222283294,30.21897,-85.65051
1222283278,30.16879,-85.61687
1222334043,30.287735,-85.640958
1222334044,30.16906,-85.603702
1222296688,30.18909,-85.7932
1222334045,30.1671146,-85.6886292
1222334046,30.201561,-85.760752
1222292203,30.14635,-85.5836
1222292300,30.198877,-85.845539
1222296703,30.40758,-85.68965
1222334047,30.1903051,-85.6560906
1222292307,30.17085,-85.62539
1222300361,30.20358,-85.81896
1222334048,30.046409,-82.07267
1222334049,29.9355723,-82.1032826
1222334050,29.953226,-82.121371
1222283983,29.95105,-82.11132
1222294359,29.95475,-82.10032
1222285249,29.83991,-82.06684
1222283995,29.86604,-82.13513
1222285833,29.96647,-82.10465
1222294361,29.88624,-82.33638
1222282439,29.82731,-82.06818
1222294374,29.95159,-82.11328
1222292591,28.03111,-80.69894
1222292616,28.17253,-80.60516
1222334051,28.223271,-80.728279
1222283378,27.99834,-80.66782
1222292619,28.12889,-80.67107
1222292670,28.10969,-80.62128
1222334052,28.155392,-80.64105
1222296749,27.94276,-80.67529
1222283389,28.31007,-80.74231
1222293096,28.2322,-80.68
1222287547,27.99787,-80.6107
1222292714,28.14747,-80.64187
1222296751,28.51951,-80.81499
1222334053,28.073071,-80.639611
1222334054,28.0573539,-80.6125273
1222283448,28.35787,-80.74485
1222292733,28.0993,-80.570452
1222292734,28.05882,-80.66885
1222296779,28.4206,-80.70562
1222292737,28.20967,-80.66464
1222292745,28.08803,-80.61171
1222296776,28.22827,-80.73396
1222296786,28.382157,-80.767333
1222292850,28.092476,-80.650235
1222292860,28.08599,-80.67216
1222292865,28.29366,-80.72604
1222296788,28.47694,-80.77754
1222334055,28.391541,-80.703752
1222292932,28.00924,-80.64626
1222296790,28.36859,-80.69942
1222292941,28.09017,-80.57591
1222296817,28.35099,-80.73882
1222293297,28.5722,-80.82091
1222293238,28.1363,-80.67281
1222293047,28.19545,-80.66822
1222296809,28.3629,-80.69434
1222289890,28.10154,-80.57327
1222296808,28.059031,-80.638057
1222293048,28.12799,-80.64437
1222296829,28.34536,-80.69868
1222289507,28.34975,-80.60971
1222334056,28.49963,-80.781211
1222293049,28.03228,-80.66031
1222296827,28.61448,-80.82674
1222334057,28.3018203,-80.7228891
1222293107,28.06093,-80.56012
1222293140,28.36494,-80.69814
1222285384,28.08138,-80.62289
1222296818,28.15211,-80.59901
1222334058,28.467441,-80.799262
1222283436,28.55994,-80.80315
1222292921,28.35678,-80.74712
1222285636,28.51676,-80.66373
1222292732,27.95346,-80.6279
1222293190,28.15583,-80.59934
1222293192,28.5844,-80.8184
1222293191,28.143211,-80.671742
1222293208,28.37258,-80.69896
1222293215,28.59087,-80.84618
1222296832,28.46014,-80.76448
1222293222,28.23275,-80.71373
1222293230,28.39609,-80.70399
1222293229,28.03358,-80.60809
1222293217,28.33139,-80.72512
1222334059,28.059121,-80.591812
1222287559,28.476381,-80.768901
1222293234,27.98692,-80.66278
1222334060,28.348471,-80.741782
1222293189,28.61088,-80.81924
1222283430,28.3574,-80.73922
1222296825,28.37274,-80.75108
1222293245,28.35564,-80.7015
1222334061,28.35586,-80.701841
1222296828,28.34622,-80.70084
1222294915,28.02237,-80.69723
1222293247,28.61555,-80.83722
1222293248,28.47488,-80.78346
1222296843,28.04943,-80.67046
1222293268,28.35747,-80.73567
1222334062,28.3493232,-80.7808648
1222293271,28.35962,-80.70381
1222298522,28.51454,-80.78376
1222293272,27.95399,-80.65792
1222292747,28.52125,-80.81501
1222283457,28.20166,-80.60253
1222334063,28.0829735,-80.6151511
1222283461,28.03135,-80.68034
1222292648,27.98774,-80.64729
1222293281,28.583312,-80.831834
1222293283,28.54072,-80.79434
1222334064,28.219702,-80.600611
1222334065,28.1830562,-80.6714702
1222293371,28.03874,-80.67027
1222283465,28.164249,-80.672071
1222293374,28.29309,-80.70502
1222292981,28.03284,-80.60762
1222300362,28.32485,-80.7442
1222296835,28.33619,-80.71828
1222296787,27.96695,-80.62205
1222294124,28.18287,-80.60143
1222296847,28.59613,-80.812635
1222296844,28.33138,-80.73584
1222296855,28.03326,-80.60408
1222334066,28.570829,-80.8247166
1222293439,28.61952,-80.82349
1222296856,28.20275,-80.67315
1222293233,28.03257,-80.69978
1222293455,28.12258,-80.64129
1222334067,28.385221,-80.705402
1222334068,28.102741,-80.689001
1222334069,28.231401,-80.725841
1222334070,28.135861,-80.659731
1222294162,28.34095,-80.74166
1222293496,28.26469,-80.74284
1222334071,28.179834,-80.672142
1222296857,28.17143,-80.6033
1222296858,28.03274,-80.60398
1222334072,25.99525,-80.210212
0054433326,26.10802,-80.3521
0054533317,26.09699,-80.20174
0054633064,26.2768,-80.11861
0086733317,26.12638,-80.24189
0054733029,26.00986,-80.3875
0054833024,26.02369,-80.26652
1222284869,26.10985,-80.20116
0054933023,26.00029,-80.20814
1222334073,26.0235953,-80.2663385
0055033071,26.24208,-80.26666
1222297802,26.00936,-80.38936
0055133020,26.02145,-80.15049
0055333071,26.23299,-80.29432
1222297803,26.21715,-80.23109
0135833063,26.24815,-80.19319
0055633312,26.06331,-80.18208
0055833025,25.99526,-80.28888
0055933311,26.16615,-80.18409
0106033009,25.97526,-80.15806
0056233324,26.132977,-80.284919
1222297800,26.12537,-80.19538
0056433029,26.02066,-80.40852
0059733004,26.05654,-80.151
0056733315,26.09885,-80.14626
1222297797,26.21898,-80.12774
0056833004,26.04805,-80.14131
0057433020,26.00757,-80.142
0057633023,25.97943,-80.192
0057833313,26.14401,-80.21443
0058033311,26.12909,-80.187
0058233317,26.096571,-80.212662
0058333023,25.98842,-80.225
1222334074,26.140821,-80.245211
0078333068,26.21688,-80.226
0058533309,26.17421,-80.18523
0058633025,26.00134,-80.301
0058733064,26.26311,-80.124
0103033319,26.175908,-80.203534
0112333064,26.29518,-80.11039
0058833076,26.31895,-80.27
1222297860,26.13425,-80.24034
0058933060,26.23628,-80.110582
0059133021,26.03125,-80.194
0059533321,26.21648,-80.254
0059633064,26.28122,-80.124
0059833024,26.04009,-80.218
0059933073,26.31192,-80.199292
0060033313,26.15315,-80.24
0113233311,26.12654,-80.15545
1222297798,25.97838,-80.19547
1222297799,26.11077,-80.18259
1222334075,26.295371,-80.179072
1222295325,26.21066,-80.20561
0087433069,26.23641,-80.15309
0060533321,26.20882,-80.24714
0060933060,26.2565,-80.1195
0061233441,26.32252,-80.10944
0061433351,26.16689,-80.29501
0061533321,26.20879,-80.25581
0110133063,26.258257,-80.201444
1222334076,25.972712,-80.209859
0062133351,26.18757,-80.25295
1222334077,26.16977,-80.154631
0062233321,26.208166,-80.28778
0086233069,26.18702,-80.19714
0135933325,26.12045,-80.31033
0062333020,26.02619,-80.15657
0110433076,26.28695,-80.27917
0062533317,26.10113,-80.20683
1222285447,25.97555,-80.18069
0062733331,26.04016,-80.36229
1222334078,26.244981,-80.128692
1222298205,26.1216,-80.20889
1222334079,26.18929,-80.286701
0073533334,26.181461,-80.141843
1222334080,25.9852562,-80.14004517
1222297805,25.98442,-80.14096
1222298206,26.08916,-80.31252
0062933071,26.23666,-80.23498
1222292786,25.98396,-80.14738
0090433311,26.16017,-80.170341
0065533309,26.166181,-80.170941
1222298235,26.19084,-80.12788
0061633311,26.15295,-80.17699
1222283456,26.10766,-80.18478
0063333060,26.232,-80.10642
1222334081,26.231661,-80.107902
0063533024,26.036391,-80.241301
1222284730,25.98476,-80.18362
1222334082,26.23627,-80.159442
1222334083,26.03214,-80.203801
1222297810,26.02444,-80.2048
0136333316,26.11165,-80.13651
0136433068,26.21537,-80.20552
1222297812,26.21618,-80.2071
0080133071,26.24185,-80.27794
0063633326,26.10308,-80.37178
1222298207,26.1436,-80.18755
0063833314,26.05614,-80.20041
